comment,sadness,anger,confident,analytical
peudonym ej\u00e9rcito rojo 1950 hardly reflects an unbiased opinion,0.0,0.0,0.0,0.882284
[[wp:undo|undid]] revision 158127279 by [[special:contributions/tokerdesigner|tokerdesigner]] ([[user talk:tokerdesigner|talk]]) most was unsourced or opinion ill retype the good stuff,0.0,0.0,0.0,0.0
 public opinion and media ,0.0,0.0,0.0,0.982476
 developments in interpretation of the fossil record  rem earlier opinion,0.0,0.0,0.0,0.687768
i see somebodys got a strong opinion,0.0,0.0,0.0,0.0
the part of the article concerning love metal as a genre should seriously be revised. there is too much opinion in it and uncited information.,0.0,0.0,0.0,0.0
the part of the article concerning love metal as a genre should seriously be revised. there is too much opinion in it and uncited information.,0.0,0.0,0.0,0.614064
 opinion polls ,0.0,0.0,0.0,0.0
 opinion polls ,0.0,0.0,0.0,0.0
 opinion polls ,0.0,0.0,0.0,0.0
 political dispute  again read the report and dont force the user with your opinion. npov (once again),0.669283,0.0,0.0,0.0
 political dispute  again read the report and dont force the user with your opinion. npov (once again),0.0,0.0,0.0,0.668742
[[wp:not]] a place for giving your opinion,0.0,0.0,0.0,0.0
 popular opinion ,0.0,0.0,0.0,0.0
rmv opinion about use of free time in schools which is also unrelated to the topic of advanced courses and clarified advanced courses text,0.0,0.0,0.0,0.762356
 publicity  rm. opinion,0.0,0.0,0.0,0.0
most importantly was an opinion; correct spelling is io\u00ebnsis,0.0,0.0,0.0,0.955445
 treatment  better firms is opinion. also how to vacuum should not be duplicated nor under how exterminators handle this. dont vacuum after treatment will be moved to post.,0.0,0.0,0.752665,0.0
opinion no need for this comment,0.0,0.0,0.0,0.0
remove pov additions and non-notables anoyn added interpretation and opinion as well.,0.0,0.0,0.0,0.905748
removed uncited opinion,0.0,0.0,0.0,0.0
who placed this crap anyway? this article doesnt need your opinion!,0.688914,0.0,0.0,0.0
who placed this crap anyway? this article doesnt need your opinion!,0.0,0.0,0.0,0.0
 national opinion poll summary ,0.0,0.0,0.0,0.998461
link to official opinion document,0.0,0.0,0.0,0.907747
link to official opinion document,0.0,0.0,0.0,0.0
state your opinion on the talk page,0.0,0.0,0.0,0.0
not to white-wash history but calling the incident a terrorist incident depends on your opinion of the bombing. i changed it from terrorist incident to an incident `related to irish nationalism,0.0,0.0,0.0,0.707538
not to white-wash history but calling the incident a terrorist incident depends on your opinion of the bombing. i changed it from terrorist incident to an incident `related to irish nationalism,0.0,0.0,0.0,0.0
psychopath research - i suggest you email dr. robert hare and ask his opinion of this site and its moderator dianne emerson before deleting it again,0.0,0.0,0.0,0.0
copy edit. cite to article on release of opinion april 18 2007. cite opinion [[gonzales v. carhart]],0.0,0.0,0.0,0.0
 international opinion ,0.0,0.0,0.0,0.0
the pentagons opinion of islam is not directed towards islam in the united states ... not to mention the fact that this particular view cannot even be authenticated by its secondary sources,0.0,0.0,0.0,0.85019
rv - opinion,0.0,0.0,0.0,0.0
the whole part about match outcome believability sounds very much like someones personal opinion rather than an actual part of the series.,0.0,0.0,0.0,0.0
the whole part about match outcome believability sounds very much like someones personal opinion rather than an actual part of the series.,0.0,0.0,0.0,0.753251
please refrain from stating your own opinion and do not use pov.,0.0,0.0,0.0,0.620279
 politics and international status  size-->population and removed opinion,0.0,0.0,0.0,0.0
 shipping hazards  - citation needed for security expert opinion,0.0,0.0,0.0,0.0
 other families  removed opinion statment,0.0,0.0,0.0,0.0
rm unimportant external links opinion,0.0,0.0,0.0,0.882284
rm unimportant external links opinion,0.0,0.0,0.0,0.0
 opinion surveys ,0.0,0.0,0.0,0.0
that really is just opinion i can help falling in love with inme...coz theyre pretty shit tbh,0.52026,0.0,0.0,0.0
that really is just opinion i can help falling in love with inme...coz theyre pretty shit tbh,0.0,0.0,0.0,0.0
removed opinion,0.0,0.0,0.0,0.0
added section on status as rabbi clarifying section is presented as opinion not fact,0.0,0.0,0.0,0.0
added section on status as rabbi clarifying section is presented as opinion not fact,0.0,0.0,0.0,0.94319
extreme hyperbole reflected the original others opinion despite overwhelming evidence.,0.0,0.0,0.0,0.949832
actually rv back a couple of versions; a lot of opinion without proper referencing,0.0,0.0,0.0,0.0
actually rv back a couple of versions; a lot of opinion without proper referencing,0.0,0.0,0.0,0.560098
 political career  removing pov statement based on one individuals opinion,0.0,0.0,0.0,0.882284
 yiddish words used by english-speaking jews  just another opinion... on kein ayn harrah and others,0.0,0.0,0.0,0.0
 party affiliation  make clear that its bs opinion,0.0,0.0,0.0,0.0
 party affiliation  make clear that its bs opinion,0.0,0.0,0.704642,0.0
 party affiliation  make clear that its bs opinion,0.0,0.0,0.0,0.506763
move views on religion from adq article to here - passage does not indicate this is party policy; implies its dumonts opinion,0.0,0.0,0.0,0.827415
 criticism nothing but opinion to support criticims. needs references to substantiate.,0.0,0.0,0.0,0.0
 criticism nothing but opinion to support criticims. needs references to substantiate.,0.0,0.0,0.0,0.888555
wikification; rephrasing; rm opinion; add uk charts,0.0,0.0,0.0,0.0
adding opinion of gfe companion,0.0,0.0,0.0,0.0
removed unsourced opinion,0.0,0.0,0.0,0.0
restore maritimequest.com link per [[wt:wpspam#3rd opinion request]],0.0,0.0,0.0,0.0
restore maritimequest.com link per [[wt:wpspam#3rd opinion request]],0.0,0.0,0.0,0.765814
removed bunch of weasel words and subjective opinion,0.0,0.0,0.0,0.0
rv. i dont think we should have minor pop-culture references; major literary works or films perhaps if they widely influenced public opinion...,0.0,0.0,0.0,0.0
rv. i dont think we should have minor pop-culture references; major literary works or films perhaps if they widely influenced public opinion...,0.0,0.0,0.0,0.927528
 majority opinion  fix typo,0.0,0.0,0.0,0.0
 public opinion ,0.0,0.0,0.0,0.999342
rv. unreferenced opinion,0.0,0.0,0.0,0.0
removing personal opinion,0.0,0.0,0.0,0.0
dab [[polling]] \u2192 [[opinion poll]]; fmt table; cat; hyperlinking,0.0,0.0,0.0,0.91297
 personal life  - removed opinion piece.,0.0,0.0,0.0,0.0
 personal life  - removed opinion piece.,0.0,0.0,0.0,0.882284
 opinion pieces  an informative piece,0.0,0.0,0.0,0.970179
 opinion pieces  an informative piece,0.0,0.0,0.0,0.0
rm repeated info and an opinion,0.0,0.0,0.0,0.0
rm repeated info and an opinion,0.0,0.0,0.0,0.842108
 external links  sort official and opinion,0.0,0.0,0.0,0.842108
 external links  sort official and opinion,0.0,0.0,0.0,0.0
 opinion ,0.931034,0.0,0.0,0.0
 opinion ,0.0,0.0,0.0,0.0
 1970s  condensing: clearing out some of the unnecessary details conjecture opinion etc.,0.0,0.0,0.0,0.0
 external links  removed an external link. as per [[wikipedia:wikiproject_airlines#structure]] opinion websites should not be provided. they are not encyclopaedic.,0.0,0.0,0.0,0.843513
 external links  removed an external link. as per [[wikipedia:wikiproject_airlines#structure]] opinion websites should not be provided. they are not encyclopaedic.,0.0,0.0,0.0,0.0
npov the commen on ppt lectures. can we get a balancing support opinion? (i hate ppt so i dont feel qualified to speak),0.730533,0.0,0.0,0.0
npov the commen on ppt lectures. can we get a balancing support opinion? (i hate ppt so i dont feel qualified to speak),0.0,0.0,0.0,0.0
 editorial and opinion ,0.0,0.0,0.0,0.0
 opinion polls ,0.0,0.0,0.0,0.0
someone placed personal opinions about brian hills performance. no references were used to justify this opinion.,0.0,0.0,0.0,0.965157
someone placed personal opinions about brian hills performance. no references were used to justify this opinion.,0.0,0.0,0.0,0.0
removed derogatory opinion statement.,0.0,0.0,0.0,0.920855
removed derogatory opinion statement.,0.0,0.0,0.0,0.0
restore maritimequest.com link per [[wt:wpspam#3rd opinion request]],0.0,0.0,0.0,0.0
restore maritimequest.com link per [[wt:wpspam#3rd opinion request]],0.0,0.0,0.0,0.765814
rm someones opinion,0.0,0.0,0.0,0.0
removed promising. this word is unnecessary and is an opinion.,0.0,0.0,0.0,0.0
 korean opinion and counterarguments ,0.0,0.0,0.0,0.0
rv comment i cant verify it and it seems to be one epersons opinion,0.0,0.0,0.0,0.0
rv comment i cant verify it and it seems to be one epersons opinion,0.0,0.0,0.0,0.801827
cant be called the direct ancestor- thats your opinion,0.0,0.0,0.0,0.724236
cant be called the direct ancestor- thats your opinion,0.0,0.0,0.0,0.0
 christian parallels  link allegory and clarify lewis opinion,0.0,0.0,0.0,0.965509
 christian parallels  link allegory and clarify lewis opinion,0.0,0.0,0.0,0.0
correction based upon holland liner notes deleting an extreme opinion,0.0,0.0,0.0,0.687768
 as evidence suggesting the existence of god  removed obscure conclusions and opinion,0.0,0.0,0.0,0.0
 as evidence suggesting the existence of god  removed obscure conclusions and opinion,0.0,0.0,0.0,0.859009
rv per [[wp:undue]] and [[wp:soap]]. nationally respected is your opinion which is fine but wp is still not a soapbox,0.0,0.0,0.0,0.0
removed someones pov opinion and speculation,0.0,0.0,0.0,0.0
 references  rm uncited personal opinion,0.0,0.0,0.0,0.882284
 references  rm uncited personal opinion,0.0,0.0,0.0,0.0
revert. in some ways a nice try but replaces one pov with another. dont describe opinion as fact.,0.0,0.0,0.0,0.0
revert. in some ways a nice try but replaces one pov with another. dont describe opinion as fact.,0.0,0.0,0.0,0.0
revert. in some ways a nice try but replaces one pov with another. dont describe opinion as fact.,0.0,0.0,0.0,0.883404
again more anonymous revisionism and undue weight for what amounts to a flat-earth opinion. this will have to be locked if it continues to be vandalized for political reasons.,0.613149,0.0,0.0,0.0
again more anonymous revisionism and undue weight for what amounts to a flat-earth opinion. this will have to be locked if it continues to be vandalized for political reasons.,0.0,0.0,0.0,0.747663
again more anonymous revisionism and undue weight for what amounts to a flat-earth opinion. this will have to be locked if it continues to be vandalized for political reasons.,0.0,0.0,0.554113,0.0
some say... we will have is not evidence of a past event but opinion on hearsay about a future event,0.0,0.0,0.0,0.0
rv stop adding your personal opinion on the page,0.0,0.0,0.0,0.0
deletion of unreferenced opinion,0.0,0.0,0.0,0.0
removed robinson piece. opinion piece should not be used as news per editors suggestions,0.0,0.0,0.0,0.0
removed robinson piece. opinion piece should not be used as news per editors suggestions,0.0,0.0,0.0,0.931994
 background  public opinion was not titled towards the abolitionists,0.0,0.0,0.0,0.899126
rv. that commont is [[wp:or]]. that source says nothing about ali sina or his opinion of ali sina. not to mention it is stated in a pov manner.,0.0,0.0,0.0,0.883404
rv. that commont is [[wp:or]]. that source says nothing about ali sina or his opinion of ali sina. not to mention it is stated in a pov manner.,0.0,0.0,0.0,0.0
 opinion polling ,0.0,0.0,0.0,0.0
 public opinion  inserting see also,0.0,0.0,0.0,0.965509
see [[wp:npov]]; this appears to be expressing a personal opinion or a personal definition. in the common definition white trash would not be applied to upper class or even middle class,0.0,0.0,0.0,0.0
see [[wp:npov]]; this appears to be expressing a personal opinion or a personal definition. in the common definition white trash would not be applied to upper class or even middle class,0.0,0.0,0.0,0.825947
 opinion pieces ,0.0,0.0,0.0,0.0
 demographics  milam provides no evidence for his opinion. to place it in with others in false and misleading. moved to new section.,0.0,0.0,0.0,0.0
 demographics  milam provides no evidence for his opinion. to place it in with others in false and misleading. moved to new section.,0.0,0.0,0.0,0.765814
 dissenting opinion ,0.0,0.0,0.0,0.0
 public opinion ,0.0,0.0,0.0,0.999342
legendary is a matter of opinion.,0.0,0.0,0.0,0.0
in my opinion see also should be the final section.,0.0,0.0,0.0,0.0
previous entry attributes opinion as fact (i.e. alleged israeli policy to encircle bethlehem),0.0,0.0,0.0,0.978852
 critical opinion ,0.0,0.0,0.0,0.0
moving levant to section on opinion towards jewish community,0.0,0.0,0.0,0.0
reverted to revision 151525492 by [[user:sengkang|sengkang]]; rv opinion. using [[wp:twinkle|tw]],0.0,0.0,0.0,0.0
reverted to revision 151525492 by [[user:sengkang|sengkang]]; rv opinion. using [[wp:twinkle|tw]],0.0,0.0,0.0,0.747663
rv personal opinion,0.0,0.0,0.0,0.0
deleted irrelevant opinion,0.0,0.0,0.0,0.0
how does it show one opinion? it doesnt show any opinion! can you please read an article before reverting it if you are capable of doing so?,0.0,0.0,0.0,0.0
specifying it was her opinion on the matter,0.0,0.0,0.0,0.0
 media portrayal and public opinion ,0.0,0.0,0.0,0.965509
 comparisons of liberal vs. moderate republicans  in this case what the previous edit summary calls one persons opinion is what is called a cited quotation.,0.0,0.0,0.0,0.796123
reverted 1 edit by [[special:contributions/grinch72|grinch72]] to last revision by [[user:smackbot|smackbot]]; removed personal opinion. using [[wp:twinkle|tw]],0.0,0.0,0.0,0.0
reverted 1 edit by [[special:contributions/grinch72|grinch72]] to last revision by [[user:smackbot|smackbot]]; removed personal opinion. using [[wp:twinkle|tw]],0.0,0.0,0.0,0.551743
 franchise history  the controversial goal by brett hull is irrelevant to the basic description of the team. it is only controversial in opinion and does not change the facts,0.0,0.0,0.743836,0.0
 franchise history  the controversial goal by brett hull is irrelevant to the basic description of the team. it is only controversial in opinion and does not change the facts,0.0,0.0,0.0,0.813431
for the last time: you cant souce opinion and call it fact! who cares if two people liked it? thats doesnt make it the worlds greatest album!,0.0,0.0,0.0,0.0
for the last time: you cant souce opinion and call it fact! who cares if two people liked it? thats doesnt make it the worlds greatest album!,0.0,0.0,0.761642,0.0
for the last time: you cant souce opinion and call it fact! who cares if two people liked it? thats doesnt make it the worlds greatest album!,0.0,0.0,0.0,0.883404
 opinion polls  fixed access dates,0.0,0.0,0.0,0.0
rm uncited opinion,0.0,0.0,0.0,0.0
 shruti: vedic literature  no statistics given to conclude a majority opinion,0.0,0.0,0.0,0.882284
rv - opinion/pov no citation not terribly notable,0.0,0.0,0.0,0.506763
rv - opinion/pov no citation not terribly notable,0.0,0.0,0.0,0.0
 trivia  this trivial material does not belong on this article. if it _is_ noteworthy (and im of the opinion its not) then it belongs on gary lightbodys article.,0.0,0.0,0.0,0.0
 trivia  this trivial material does not belong on this article. if it _is_ noteworthy (and im of the opinion its not) then it belongs on gary lightbodys article.,0.0,0.0,0.0,0.706075
[[wp:undo|undid]] revision 149573614 by [[special:contributions/70.107.238.120|70.107.238.120]] ([[user talk:70.107.238.120|talk]]) first person and personal opinion,0.0,0.0,0.0,0.0
pov website cant really qualify for wikipedia. in my opinion,0.0,0.0,0.0,0.965157
pov website cant really qualify for wikipedia. in my opinion,0.0,0.0,0.0,0.0
 opinion polling ,0.0,0.0,0.0,0.0
hopefully is an opinion. opinions dont belong on wikipedia no exceptions.,0.0,0.0,0.0,0.0
 opinion polls and course of the campaign ,0.0,0.0,0.0,0.0
 education  rm opinion let the facts remain (but we need to know the similar % for the non-arab pop.),0.0,0.0,0.0,0.884998
chief justice opinion assignments,0.0,0.0,0.0,0.920855
chief justice opinion assignments,0.0,0.0,0.0,0.0
again opinion that he did. value judgement better suited to a gazetter,0.0,0.0,0.0,0.0
again opinion that he did. value judgement better suited to a gazetter,0.0,0.0,0.0,0.802429
 homeschooling motivations  broke out legal and public opinion into separate sections,0.0,0.759794,0.0,0.0
 homeschooling motivations  broke out legal and public opinion into separate sections,0.0,0.0,0.0,0.8152
too much opinion - pov tag,0.0,0.0,0.0,0.0
 eli\u00e1ns journey and the beginning of the custody battle  - added citation for opinion polls of americans. reformed the last two paragraphs for clarity and to avoid redundancy.,0.0,0.0,0.0,0.0
 opinion polls  fixed ekos note numbers,0.0,0.0,0.0,0.0
wikify tone down pov statements remove incorrect statement about james opinion of stendhal - james called the charterhouse of parma one of the dozen finest novels we possess,0.0,0.0,0.0,0.0
wikify tone down pov statements remove incorrect statement about james opinion of stendhal - james called the charterhouse of parma one of the dozen finest novels we possess,0.0,0.0,0.0,0.602762
rv opinion,0.0,0.0,0.0,0.0
 trivia  pointless in my opinion,0.0,0.501923,0.0,0.0
 trivia  pointless in my opinion,0.0,0.0,0.0,0.0
remove ad/opinion,0.0,0.0,0.0,0.0
 opinion ,0.931034,0.0,0.0,0.0
 opinion ,0.0,0.0,0.0,0.0
 district court opinion  grammar,0.0,0.0,0.0,0.0
[[wp:undo|undid]] revision 135713930 by [[special:contributions/69.228.234.49|69.228.234.49]] opinion not fact.,0.0,0.0,0.0,0.870325
[[wp:undo|undid]] revision 135713930 by [[special:contributions/69.228.234.49|69.228.234.49]] opinion not fact.,0.0,0.0,0.0,0.0
rm unencyclopedic rumors and opinion,0.0,0.0,0.0,0.0
 opinion polls ,0.0,0.0,0.0,0.0
reverted - opinion unreferenced point of view,0.0,0.0,0.0,0.0
reverted - opinion unreferenced point of view,0.0,0.0,0.0,0.965509
 contemporary police opinion ,0.0,0.0,0.0,0.0
opinion not fact.,0.0,0.0,0.0,0.0
opinion not fact.,0.0,0.0,0.0,0.991736
order/law dont cut it in my opinion and theyre all chinese philosophy; might as well say it out loud,0.0,0.0,0.0,0.677069
order/law dont cut it in my opinion and theyre all chinese philosophy; might as well say it out loud,0.0,0.0,0.0,0.0
-rm opinion statement,0.0,0.0,0.0,0.0
-rm opinion statement,0.0,0.0,0.0,0.955445
 public opinion ,0.0,0.0,0.0,0.999342
reverted edits by 213.40.3.65 to last version by bungopolis. i agree with your opinion but we need to keep a npov. i dont see coltrane as the most controversial.,0.0,0.0,0.0,0.0
reverting an opinion stated as a fact - see [[wikipedia:neutral point of view]],0.0,0.0,0.579436,0.0
reverting an opinion stated as a fact - see [[wikipedia:neutral point of view]],0.0,0.0,0.0,0.955012
 opinion polls  http://www.populuslimited.com/pdf/2007_04_18_times.pdf,0.0,0.0,0.0,0.0
 works  add popular editions give original titles soften some opinion,0.0,0.0,0.0,0.0
 mamori anezaki  attaching one event out of many to unneedingly emphasize speculation. one persons fan-based opinion. deleting to make it more neutral.,0.0,0.0,0.0,0.0
 mamori anezaki  attaching one event out of many to unneedingly emphasize speculation. one persons fan-based opinion. deleting to make it more neutral.,0.0,0.0,0.0,0.879074
[[wp:undo|undid]] revision 158118308 by [[special:contributions/81.158.245.29|81.158.245.29]] ([[user talk:81.158.245.29|talk]]) rv personal opinion on one incident in a non-notable match,0.0,0.0,0.0,0.0
unfounded allegations. author offers an opinion not a fact,0.0,0.0,0.0,0.0
unfounded allegations. author offers an opinion not a fact,0.0,0.0,0.0,0.0
unfounded allegations. author offers an opinion not a fact,0.0,0.0,0.0,0.982213
 majority opinion ,0.0,0.0,0.0,0.0
removed personal opinion stated as fact.,0.0,0.0,0.0,0.955445
removed personal opinion stated as fact.,0.0,0.0,0.80026,0.0
revert - this is an opinion and also makes it sound like an obit or eulogy,0.0,0.0,0.0,0.0
under major heading reasons a single sentence summary is all that is necessary. formerly it contained unsourced opinion related to cremation and lifegem.,0.0,0.0,0.0,0.968875
under major heading reasons a single sentence summary is all that is necessary. formerly it contained unsourced opinion related to cremation and lifegem.,0.0,0.0,0.955886,0.0
 millennium concert  take out obvious opinion - its not,0.0,0.0,0.0,0.895415
 millennium concert  take out obvious opinion - its not,0.0,0.0,0.751512,0.0
 reputation and public opinion  exact quote and source about using external sources to verify content,0.0,0.0,0.0,0.0
 reputation and public opinion  exact quote and source about using external sources to verify content,0.0,0.0,0.0,0.968931
 reputation and public opinion  exact quote and source about using external sources to verify content,0.0,0.0,0.751512,0.0
rm opinion,0.0,0.0,0.0,0.0
link deleted due to opinion and not fact,0.0,0.0,0.0,0.0
link deleted due to opinion and not fact,0.0,0.0,0.0,0.990875
your opinion isnt enough give a ref not some vagueness[[wp:undo|undid]] revision 147334090 by [[special:contributions/malik shabazz|malik shabazz]] ([[user talk:malik shabazz|talk]]),0.0,0.0,0.0,0.0
removed uneccesary cat following referral for third opinion,0.0,0.0,0.0,0.0
removed uneccesary cat following referral for third opinion,0.0,0.0,0.0,0.803567
syntax; gated reverb -bias/opinion,0.0,0.0,0.0,0.0
 opinion polls  fixed strategic counsel - links added dec 11 dec 10 results were wrong removed non-existant dec 9 dec 8 results not correct; added footnote,0.0,0.0,0.0,0.764826
 transport and communication  delete opinion (there are more reasons than that),0.0,0.565879,0.0,0.0
 transport and communication  delete opinion (there are more reasons than that),0.0,0.0,0.0,0.653099
rainwarriors opinion is not enough for deleting. [[wp:undo|undid]] revision 148648192 by [[special:contributions/rainwarrior|rainwarrior]] ([[user talk:rainwarrior|talk]]),0.0,0.0,0.0,0.0
changed highlight the fact to allude to in advertising section - old edit was opinion only,0.0,0.0,0.0,0.842108
revert - im concerned about whether this is original research or whether we have a modern opinion stating this - please see talk,0.0,0.0,0.0,0.0
revert - im concerned about whether this is original research or whether we have a modern opinion stating this - please see talk,0.0,0.0,0.0,0.0
 nipplegate controversy  opinion word rm,0.0,0.0,0.0,0.0
 attention and opinion ,0.0,0.0,0.0,0.955445
 attention and opinion ,0.0,0.0,0.0,0.0
restored facts about ciongoli removed original research/opinion from end of cionigolis quote.,0.0,0.0,0.0,0.821913
 ancient egyptians  remove info on great zimbabwe not relevant to this issue and rm as result of this eurocentric bias stated like fact when its really an opinion,0.0,0.0,0.0,0.895415
 military career  removed opinion,0.0,0.0,0.0,0.0
word tediously constitutes a personal opinion and a bitter one at that.,0.585406,0.0,0.0,0.0
 opinion polls ,0.0,0.0,0.0,0.0
removed unsubstantiated opinion of a recipient of guardian of zion award (major pov/bias ...inappropriate) maybe we should quote hitler as pro?,0.0,0.0,0.0,0.0
reverted vandalism -opinion,0.0,0.0,0.0,0.0
 scientific opinion ,0.0,0.0,0.0,0.0
rv opinion / vandalism,0.0,0.0,0.0,0.0
 professional career  rm weasel-worded statement. pure opinion.,0.0,0.0,0.0,0.0
 professional career  rm weasel-worded statement. pure opinion.,0.0,0.0,0.0,0.931994
 world opinion ,0.0,0.0,0.0,0.0
remove opinion given as fact (see [[wp:npov]] and [[wp:rs]]) that also contributed nothing to the article,0.0,0.0,0.0,0.747994
rm unsourced opinion,0.0,0.0,0.0,0.0
 jobbers  not real jobbers opinion over,0.0,0.0,0.0,0.0
 recording process  again sounds like someones personal opinion,0.0,0.0,0.0,0.0
 notes  removed potential opinion,0.0,0.0,0.0,0.0
 legacy  sounds like opinion. needs citation.,0.0,0.0,0.0,0.0
remove opinion statement in link,0.0,0.0,0.0,0.970179
remove opinion statement in link,0.0,0.0,0.0,0.0
 sequels  opinion,0.0,0.0,0.0,0.0
 opinion polls ,0.0,0.0,0.0,0.0
 jewish  not true. that is a islamic belief. there is no talmudic opinion who holds gan eden was israel.,0.0,0.0,0.0,0.61954
 jewish  not true. that is a islamic belief. there is no talmudic opinion who holds gan eden was israel.,0.0,0.0,0.0,0.0
no proof to say popular taunt is just calling no ball.. this is just an opinion.,0.0,0.0,0.0,0.0
 opinion polls  environics poll (06/23/06) added,0.0,0.0,0.0,0.0
[[talk:israel shahak#latest changes|wikipedia articles have praise and criticism sections not public opinion sections with approval and disapproval sub-sections.]],0.0,0.0,0.0,0.579367
please dont sneak in your opinion.,0.0,0.0,0.0,0.0
rv opinion,0.0,0.0,0.0,0.0
subtle vandalism in form of an opinion readd the statement if you can reference it.,0.0,0.0,0.0,0.897416
 external style  consolidated differences of opinion over external style,0.0,0.0,0.0,0.0
ned netterville citing to ned nettervilles own web site for an opinion by ned netterville sounds like original research.,0.0,0.0,0.0,0.0
rv too much detail for a fans believe opinion especially when its not specifically about malfoy,0.0,0.0,0.0,0.0
rv too much detail for a fans believe opinion especially when its not specifically about malfoy,0.0,0.0,0.0,0.0
 opinion polling ,0.0,0.0,0.0,0.0
the statement about mathematical rigor is itself unrigorous and reflects the opinion of a wikipedia updator who had not followed the argument of skepticism,0.0,0.0,0.0,0.842108
opinion stated as fact deleted,0.0,0.0,0.849827,0.0
opinion stated as fact deleted,0.0,0.0,0.0,0.970179
 national geographic magazine  npov it is a matter of opinion whether it is easily recognisable,0.0,0.0,0.0,0.72085
continued us assertions of osama blame in 9/11 probable cause of world opinion as of 2004,0.0,0.528661,0.0,0.0
continued us assertions of osama blame in 9/11 probable cause of world opinion as of 2004,0.0,0.0,0.0,0.743104
wait theres an opinion here? i must be misreading.,0.524845,0.0,0.0,0.0
+ vidin (70000 larger than passau so must be in in my opinion),0.0,0.0,0.0,0.0
 self-contradictions and canon conflictions  - removing non-notable fan opinion.,0.0,0.0,0.0,0.506763
 self-contradictions and canon conflictions  - removing non-notable fan opinion.,0.0,0.0,0.0,0.0
 opinion of the court ,0.0,0.0,0.0,0.0
removed fan style opinion from the article,0.0,0.0,0.0,0.771025
removed fan style opinion from the article,0.0,0.0,0.0,0.0
 opinion of the court ,0.0,0.0,0.0,0.0
removed inappropriate opinion,0.0,0.0,0.0,0.0
undo opinion.,0.0,0.0,0.0,0.0
no linguist disputes this. noninformed opinion doesnt really count. the article treats critics later.,0.0,0.0,0.0,0.0
no linguist disputes this. noninformed opinion doesnt really count. the article treats critics later.,0.0,0.0,0.0,0.896564
opinion.,0.931034,0.0,0.0,0.0
opinion.,0.0,0.0,0.0,0.0
remove opinion piece,0.0,0.0,0.0,0.0
remove opinion piece,0.0,0.0,0.0,0.955445
rm uncited opinion and redlinks; dob missing,0.0,0.736425,0.0,0.0
rm uncited opinion and redlinks; dob missing,0.0,0.0,0.0,0.0
this completely depends on who you ask. the person who wrote that probably favored the statement but its not fact neccessarily merely opinion.,0.0,0.0,0.0,0.877865
this completely depends on who you ask. the person who wrote that probably favored the statement but its not fact neccessarily merely opinion.,0.0,0.0,0.0,0.0
 professional opinions  got rid of professional opinion section too many quotes. this is an article not an amazon.com book reviews page,0.0,0.0,0.0,0.0
this rumor is untrue. removing. also removing an opinion and information already available on the album specific article.,0.0,0.0,0.0,0.0
this rumor is untrue. removing. also removing an opinion and information already available on the album specific article.,0.0,0.0,0.0,0.703536
 evolution leads to atheism  7% hold no opinion -- per talk,0.0,0.0,0.0,0.687768
replaced the word major with some as this was unverifiable conjecture based only on opinion,0.0,0.0,0.0,0.72085
replaced the word major with some as this was unverifiable conjecture based only on opinion,0.0,0.0,0.0,0.0
 ministerial opinion ,0.0,0.0,0.0,0.0
removed opinion,0.0,0.0,0.0,0.0
 criticism/public opinion ,0.0,0.0,0.0,0.994057
neutrality tag because some of the wording seems like opinion and is not backed up by reliable sources,0.0,0.54418,0.0,0.0
neutrality tag because some of the wording seems like opinion and is not backed up by reliable sources,0.0,0.0,0.0,0.0
 opinion polls ,0.0,0.0,0.0,0.0
removed unsourced opinion,0.0,0.0,0.0,0.0
more facts less opinion; added birthdate expansion draft and nba draft info and college,0.0,0.0,0.0,0.895415
removed a stmts of opinion,0.0,0.0,0.0,0.0
 performing arts  your opinion. npov edit.,0.0,0.0,0.0,0.0
 performing arts  your opinion. npov edit.,0.0,0.0,0.0,0.0
eliminated opinion,0.0,0.0,0.0,0.0
rm editorial commentary (not expressing an opinion on the substance but criticisms cant be presented as fact),0.0,0.0,0.0,0.866434
 game notes  not an interesting glitch in my opinion. moving to talk page,0.0,0.0,0.0,0.0
 opinion polls and campaign  oops. correcting small mistakes. also removing a half-formed sentence.,0.0,0.0,0.0,0.77494
 opinion polling ,0.0,0.0,0.0,0.0
remove pov material - the claim that j4j is a christian organization isnt a fact but rather an opinion held by critics of the organization,0.0,0.0,0.0,0.64763
 2000-present  content with no citation removed. it is just original research or personal opinion.,0.0,0.0,0.0,0.747663
 2000-present  content with no citation removed. it is just original research or personal opinion.,0.0,0.0,0.0,0.0
it was better previously more well rounded. i suggest going to talk to discuss areas for improvement since there are differences of opinion that may require more communication.,0.0,0.0,0.0,0.627525
it was better previously more well rounded. i suggest going to talk to discuss areas for improvement since there are differences of opinion that may require more communication.,0.0,0.0,0.0,0.0
updated grammar and tidied layout. removed authors opinion added link to official site.,0.0,0.0,0.0,0.0
updated grammar and tidied layout. removed authors opinion added link to official site.,0.0,0.0,0.0,0.942817
winter war was ended with peace treaty and better solution with images in my opinion.,0.0,0.0,0.0,0.0
winter war was ended with peace treaty and better solution with images in my opinion.,0.0,0.0,0.0,0.589295
winter war was ended with peace treaty and better solution with images in my opinion.,0.0,0.0,0.0,0.0
 history  removed opinion and changed misleading wording.,0.0,0.0,0.0,0.0
 history  removed opinion and changed misleading wording.,0.0,0.0,0.0,0.801827
